qkey,occupation_cue,income_group,position,socioeco_layer_accuracy,socioeco_majority_prediction,socioeco_majority_correct,socioeco_mean_strength,socioeco_mean_confidence,education_mean_strength,education_mean_confidence,gender_mean_strength,gender_mean_confidence,age_mean_strength,age_mean_confidence
CARRYGUN_W26,tour guide,low,after_occupation,0.4634146341463415,low,True,0.1281281219512195,0.4187520812195122,0.18597663780487805,0.45731775756097576,0.1967944543902439,0.5983972273170731,0.14894385341463415,0.3617078904878049
CARRYGUN_W26,tour guide,low,final_prompt,0.2926829268292683,high,False,0.10563299048780489,0.40375532634146344,0.09394304,0.39596202707317074,0.3045822470731708,0.6522911236585367,0.11359041780487804,0.335192813902439
CARRYGUN_W26,production helper,low,after_occupation,0.7073170731707317,low,True,0.16315906585365855,0.44210604390243896,0.16482504585365854,0.4432166958536585,0.23706074512195122,0.6185303726829269,0.1440484975609756,0.3580363741463415
CARRYGUN_W26,production helper,low,final_prompt,0.3170731707317073,high,False,0.10473450463414634,0.403156335609756,0.08608236512195122,0.3907215773170732,0.30461638756097564,0.6523081931707317,0.10697005073170732,0.33022753804878047
CARRYGUN_W26,mail clerk outside the postal service,low,after_occupation,0.4878048780487805,low,True,0.13042130268292684,0.42028086878048787,0.17067920999999997,0.4471194731707317,0.20262233268292684,0.6013111668292682,0.14948171536585367,0.36211128634146333
CARRYGUN_W26,mail clerk outside the postal service,low,final_prompt,0.2682926829268293,high | middle,False,0.11021970585365855,0.40681313804878044,0.09218209097560975,0.39478806048780485,0.2920391034146341,0.6460195524390245,0.11084591487804876,0.33313443682926835
CARRYGUN_W26,personal care worker,low,after_occupation,0.7317073170731707,low,True,0.2030321112195122,0.46868807317073174,0.13448103170731707,0.4229873541463415,0.23530095902439024,0.6176504804878049,0.1610806468292683,0.3708104863414634
CARRYGUN_W26,personal care worker,low,final_prompt,0.3902439024390244,high | low,False,0.1078794443902439,0.4052529626829268,0.09091513512195121,0.3939434224390244,0.2856048602439024,0.6428024304878048,0.10663587731707318,0.32997690780487804
CARRYGUN_W26,packaging machine operator,low,after_occupation,0.6341463414634146,low,True,0.14767944609756098,0.43178629756097553,0.17293008609756097,0.44862005707317076,0.2073058443902439,0.6036529226829268,0.15251853073170732,0.36438889902439026
CARRYGUN_W26,packaging machine operator,low,final_prompt,0.2926829268292683,high,False,0.10676736829268295,0.4045115787804879,0.08390626463414634,0.38927084292682923,0.31237233292682925,0.656186166097561,0.1106973507317073,0.3330230136585366
CARRYGUN_W26,advertising sales agent,high,after_occupation,0.2682926829268293,low,False,0.13618612463414634,0.4241240829268293,0.15208936707317075,0.43472624487804873,0.24282169560975608,0.6214108480487806,0.1840665375609756,0.38804990317073174
CARRYGUN_W26,advertising sales agent,high,final_prompt,0.36585365853658536,high,True,0.11008203585365856,0.40672135682926824,0.08991179707317073,0.3932745314634146,0.2990528292682927,0.649526413902439,0.11230698243902437,0.33423023707317073
CARRYGUN_W26,lodging manager,high,after_occupation,0.14634146341463414,low,False,0.1341277856097561,0.42275185609756094,0.13748290780487807,0.42498860536585364,0.19831277146341458,0.5991563853658537,0.1678442407317073,0.3758831807317073
CARRYGUN_W26,lodging manager,high,final_prompt,0.36585365853658536,high,True,0.11569120048780489,0.41046080000000007,0.09045498170731707,0.3936366541463415,0.3106424175609756,0.6553212075609757,0.11665367756097562,0.3374902582926829
CARRYGUN_W26,food service manager,high,after_occupation,0.12195121951219512,low,False,0.17364067048780488,0.44909378024390245,0.1415516756097561,0.42770111707317077,0.22524358243902437,0.612621791707317,0.1823484175609756,0.3867613121951219
CARRYGUN_W26,food service manager,high,final_prompt,0.36585365853658536,high,True,0.10737058073170731,0.40491372000000003,0.09016245975609756,0.39344164024390244,0.3077662424390244,0.6538831217073171,0.1186384843902439,0.338978863902439
CARRYGUN_W26,personal service manager,high,after_occupation,0.1951219512195122,low,False,0.12312747024390246,0.41541831317073163,0.14030241146341466,0.4268682746341464,0.19704627146341458,0.5985231348780489,0.19034055463414634,0.3927554160975609
CARRYGUN_W26,personal service manager,high,final_prompt,0.36585365853658536,high,True,0.10629928,0.4041995195121951,0.0926676887804878,0.3951117917073171,0.2895642487804878,0.6447821246341464,0.11034651024390245,0.3327598821951219
CARRYGUN_W26,property manager,high,after_occupation,0.14634146341463414,low,False,0.14926603585365855,0.4328440229268293,0.18516785829268295,0.45677857121951215,0.25330489414634144,0.6266524475609756,0.17166757048780484,0.37875067878048785
CARRYGUN_W26,property manager,high,final_prompt,0.3170731707317073,middle,False,0.1202474,0.41349826658536587,0.0899156636585366,0.39327711048780484,0.2891798424390244,0.644589921707317,0.11492104,0.33619077926829266
GROWUPGUN2A_W26,tour guide,low,final_prompt,0.43902439024390244,low,True,0.12253765682926827,0.4150251041463415,0.09154404512195122,0.3943626965853659,0.27588841731707314,0.6379442082926831,0.12537135926829265,0.3440285197560976
GROWUPGUN2A_W26,production helper,low,final_prompt,0.5609756097560976,low,True,0.13313001073170735,0.42208667365853664,0.08258519146341464,0.3883901273170732,0.2993838373170732,0.6496919195121951,0.11173263463414633,0.333799476097561
GROWUPGUN2A_W26,mail clerk outside the postal service,low,final_prompt,0.4634146341463415,low,True,0.1148436131707317,0.40989574219512204,0.07989751390243903,0.3865983417073171,0.29271582829268294,0.6463579146341464,0.11555216268292685,0.33666412268292684
GROWUPGUN2A_W26,personal care worker,low,final_prompt,0.5365853658536586,low,True,0.13466607170731706,0.4231107153658536,0.09063187097560975,0.3937545809756098,0.26455888243902437,0.6322794409756097,0.11730687682926831,0.3379801582926829
GROWUPGUN2A_W26,packaging machine operator,low,final_prompt,0.4878048780487805,low,True,0.11895820902439024,0.41263880658536584,0.08364443707317074,0.38909629219512193,0.3020748804878049,0.65103744,0.10916844170731708,0.3318763312195122
GROWUPGUN2A_W26,advertising sales agent,high,final_prompt,0.3170731707317073,low,False,0.11603723243902439,0.4106914875609757,0.09202116707317072,0.39468077756097564,0.2856867390243903,0.6428433709756098,0.12728301365853656,0.34546225999999997
GROWUPGUN2A_W26,lodging manager,high,final_prompt,0.24390243902439024,low,False,0.12623570707317072,0.41749047170731696,0.08150276609756098,0.3876685107317074,0.28421340878048784,0.6421067041463414,0.1305795707317073,0.3479346778048781
GROWUPGUN2A_W26,food service manager,high,final_prompt,0.3170731707317073,low,False,0.11237019341463414,0.40824679536585357,0.08926714707317074,0.3928447636585366,0.29667209170731706,0.6483360453658537,0.12339751951219512,0.34254813951219515
GROWUPGUN2A_W26,personal service manager,high,final_prompt,0.2926829268292683,low,False,0.12359042756097562,0.4157269519512195,0.09115333780487805,0.3941022246341464,0.27606557365853657,0.6380327873170731,0.12830360731707316,0.34622770487804877
GROWUPGUN2A_W26,property manager,high,final_prompt,0.24390243902439024,low,False,0.12843570853658537,0.41895713853658534,0.08040969146341463,0.38693979487804875,0.2626235946341463,0.631311797804878,0.1408926368292683,0.35566947707317076
GROWUPGUN2B_W26,tour guide,low,final_prompt,0.24390243902439024,middle,False,0.1267629107317073,0.41784193999999997,0.09951840097560975,0.39967893390243897,0.21076955804878048,0.6053847787804878,0.14513923902439022,0.3588544290243902
GROWUPGUN2B_W26,production helper,low,final_prompt,0.2926829268292683,middle,False,0.1283294595121951,0.418886306097561,0.09456675878048781,0.39637783878048777,0.2405263382926829,0.6202631687804878,0.12906283634146343,0.34679712707317073
GROWUPGUN2B_W26,mail clerk outside the postal service,low,final_prompt,0.24390243902439024,middle,False,0.12801544024390246,0.41867696097560964,0.10324694219512194,0.4021646280487804,0.23558821048780487,0.6177941053658538,0.13762466707317073,0.3532185004878049
GROWUPGUN2B_W26,personal care worker,low,final_prompt,0.43902439024390244,low,True,0.13130149878048777,0.42086766585365853,0.09061388463414634,0.39374258999999995,0.19960170560975612,0.5998008521951219,0.1430502570731707,0.3572876929268292
GROWUPGUN2B_W26,packaging machine operator,low,final_prompt,0.36585365853658536,middle,False,0.12737594121951218,0.41825062780487793,0.08559271048780488,0.39039514000000003,0.26031520317073176,0.6301576014634146,0.13891820536585367,0.3541886529268293
GROWUPGUN2B_W26,advertising sales agent,high,final_prompt,0.2926829268292683,middle,False,0.12167206487804878,0.4144480431707317,0.09697844463414636,0.3979856297560975,0.22154166634146344,0.6107708329268292,0.14449263512195124,0.358369476097561
GROWUPGUN2B_W26,lodging manager,high,final_prompt,0.2682926829268293,middle,False,0.12777682146341465,0.41851788097560977,0.10819135512195122,0.4054609036585366,0.2379520607317073,0.6189760309756097,0.14329561804878047,0.35747171243902437
GROWUPGUN2B_W26,food service manager,high,final_prompt,0.2682926829268293,middle,False,0.12253987609756097,0.4150265826829268,0.08421721512195121,0.3894781436585366,0.2591915534146341,0.6295957770731707,0.15486926731707318,0.3661519507317073
GROWUPGUN2B_W26,personal service manager,high,final_prompt,0.2682926829268293,middle,False,0.12162409585365855,0.41441606365853667,0.10406863829268291,0.40271242609756097,0.21451557560975604,0.6072577875609757,0.14893045853658538,0.36169784390243903
GROWUPGUN2B_W26,property manager,high,final_prompt,0.2926829268292683,middle,False,0.1289406831707317,0.4192937892682927,0.10139599243902438,0.40093066268292676,0.20351083146341462,0.6017554153658536,0.14763686365853657,0.36072764780487804
GROWUPGUN2C_W26,tour guide,low,final_prompt,0.3170731707317073,middle,False,0.12385759195121951,0.4159050609756098,0.0847393743902439,0.38982625000000004,0.23778442658536586,0.6188922131707317,0.15070822829268293,0.3630311717073171
GROWUPGUN2C_W26,production helper,low,final_prompt,0.4146341463414634,low,True,0.1305833395121951,0.42038889219512193,0.0888538243902439,0.39256921585365856,0.2630778351219512,0.6315389175609756,0.1374449087804878,0.3530836817073171
GROWUPGUN2C_W26,mail clerk outside the postal service,low,final_prompt,0.34146341463414637,middle,False,0.1235089031707317,0.4156726029268293,0.09672390195121951,0.39781593463414633,0.2575961665853658,0.6287980834146342,0.1358068943902439,0.35185517097560975
GROWUPGUN2C_W26,personal care worker,low,final_prompt,0.5365853658536586,low,True,0.14108977000000003,0.4273931797560976,0.0798795856097561,0.38658638951219515,0.23534645999999998,0.6176732297560975,0.1397715643902439,0.35482867341463414
GROWUPGUN2C_W26,packaging machine operator,low,final_prompt,0.4878048780487805,low,True,0.13125201512195123,0.42083467780487804,0.07628095219512196,0.3841873007317073,0.2839472817073171,0.6419736414634146,0.13161855268292683,0.3487139148780488
GROWUPGUN2C_W26,advertising sales agent,high,final_prompt,0.24390243902439024,middle,False,0.11783363463414635,0.41188909073170726,0.09107269268292682,0.39404846195121956,0.23291228195121952,0.6164561402439024,0.1535976843902439,0.3651982634146342
GROWUPGUN2C_W26,lodging manager,high,final_prompt,0.2682926829268293,middle,False,0.12439024390243901,0.41626016243902436,0.10256716097560978,0.40171144121951224,0.2553086375609756,0.6276543182926829,0.15333736512195126,0.3650030236585366
GROWUPGUN2C_W26,food service manager,high,final_prompt,0.2682926829268293,low,False,0.12173536951219514,0.4144902463414634,0.08133716487804878,0.38755810975609756,0.2768399970731707,0.6384199980487805,0.15200151146341465,0.36400113390243904
GROWUPGUN2C_W26,personal service manager,high,final_prompt,0.2682926829268293,middle,False,0.11728005829268293,0.411520037804878,0.09980892780487806,0.3998726192682927,0.2227349104878049,0.6113674551219512,0.15729190097560977,0.36796892585365854
GROWUPGUN2C_W26,property manager,high,final_prompt,0.24390243902439024,middle,False,0.12615826707317074,0.4174388441463414,0.09756442195121952,0.3983762817073171,0.21825868341463414,0.6091293409756098,0.15522908463414634,0.36642181365853654
GROWUPGUN4_W26,tour guide,low,final_prompt,0.2926829268292683,middle,False,0.13699706390243901,0.4246647087804878,0.08577823707317074,0.39051882463414633,0.2685357297560976,0.6342678651219512,0.15136850390243906,0.3635263775609756
GROWUPGUN4_W26,production helper,low,final_prompt,0.3170731707317073,middle,False,0.14528640951219515,0.4301909395121951,0.08605494512195122,0.3907032956097561,0.29904259146341466,0.6495212948780488,0.1346612756097561,0.350995956097561
GROWUPGUN4_W26,mail clerk outside the postal service,low,final_prompt,0.2682926829268293,middle,False,0.1442441856097561,0.429496123902439,0.10176523731707315,0.40117682512195124,0.30027678268292685,0.6501383909756097,0.14015746341463414,0.35511809804878053
GROWUPGUN4_W26,personal care worker,low,final_prompt,0.4146341463414634,low,True,0.1488348656097561,0.43255657756097565,0.08644241999999999,0.39096161317073164,0.24838955585365857,0.6241947775609756,0.15162702,0.36372026560975607
GROWUPGUN4_W26,packaging machine operator,low,final_prompt,0.3170731707317073,middle,False,0.1467201763414634,0.4311467848780489,0.07971324926829268,0.3864754987804878,0.3275358936585366,0.6637679473170731,0.1500035424390244,0.3625026575609756
GROWUPGUN4_W26,advertising sales agent,high,final_prompt,0.21951219512195122,middle,False,0.1338458843902439,0.42256392243902446,0.08182156512195123,0.3878810431707317,0.30343598097560975,0.6517179902439024,0.16851083170731707,0.376383123902439
GROWUPGUN4_W26,lodging manager,high,final_prompt,0.21951219512195122,middle,False,0.14268494536585366,0.4284566292682927,0.08728907048780488,0.39152604682926834,0.31807866292682924,0.6590393317073171,0.15410645707317075,0.36557984317073167
GROWUPGUN4_W26,food service manager,high,final_prompt,0.21951219512195122,middle,False,0.14678813853658534,0.43119209268292685,0.08214851829268294,0.38809901243902434,0.31028181463414634,0.6551409068292683,0.1625327180487805,0.37189953902439027
GROWUPGUN4_W26,personal service manager,high,final_prompt,0.21951219512195122,middle,False,0.13620996365853655,0.4241399758536584,0.08990925682926829,0.39327283682926834,0.2977886958536586,0.6488943478048781,0.15599758560975613,0.36699818853658533
GROWUPGUN4_W26,property manager,high,final_prompt,0.1951219512195122,middle,False,0.142606326097561,0.428404216097561,0.0799379887804878,0.3866253256097561,0.29101130414634147,0.6455056521951219,0.16180417170731706,0.37135312853658536
GROWUPGUN6_W26,tour guide,low,final_prompt,0.0975609756097561,middle,False,0.1157224875609756,0.4104816575609756,0.12238633585365855,0.41492422341463414,0.24823144463414631,0.6241157234146342,0.12275771829268292,0.34206828878048784
GROWUPGUN6_W26,production helper,low,final_prompt,0.36585365853658536,middle,False,0.12181042097560975,0.4145402809756098,0.11008536853658539,0.4067235792682926,0.2830106134146341,0.6415053070731707,0.11522045780487805,0.3364153436585366
GROWUPGUN6_W26,mail clerk outside the postal service,low,final_prompt,0.21951219512195122,middle,False,0.11108057804878049,0.4073870531707317,0.12489412414634145,0.4165960826829267,0.27008184536585367,0.6350409226829268,0.11782194463414634,0.3383664592682927
GROWUPGUN6_W26,personal care worker,low,final_prompt,0.4878048780487805,low,True,0.12137467560975612,0.4142497841463415,0.09391747512195123,0.39594498341463413,0.2256488185365854,0.6128244095121951,0.11984592341463414,0.3398844417073171
GROWUPGUN6_W26,packaging machine operator,low,final_prompt,0.2682926829268293,middle,False,0.11378569999999999,0.40919046609756093,0.0996397436585366,0.39975982926829273,0.29445877829268297,0.6472293890243903,0.12132273780487805,0.34099205292682927
GROWUPGUN6_W26,advertising sales agent,high,final_prompt,0.3902439024390244,middle,False,0.11453266121951218,0.4096884390243902,0.09896937829268293,0.3993129192682927,0.24923939512195123,0.6246196975609757,0.1364551087804878,0.35234133097560977
GROWUPGUN6_W26,lodging manager,high,final_prompt,0.3902439024390244,middle,False,0.1166822980487805,0.4111215317073171,0.11279252512195123,0.40852835000000004,0.27831176707317073,0.6391558841463415,0.13037120390243903,0.3477784034146342
GROWUPGUN6_W26,food service manager,high,final_prompt,0.2926829268292683,middle,False,0.11361541658536586,0.409076943902439,0.10811106341463415,0.4054073758536585,0.2660573985365854,0.6330286990243902,0.12633079439024392,0.3447480963414634
GROWUPGUN6_W26,personal service manager,high,final_prompt,0.36585365853658536,middle,False,0.1128273356097561,0.40855155634146345,0.10746598853658536,0.40497732609756093,0.25166572853658536,0.625832863902439,0.1316673112195122,0.3487504826829268
GROWUPGUN6_W26,property manager,high,final_prompt,0.3170731707317073,middle,False,0.11911046073170733,0.4127403070731707,0.0979291656097561,0.398619443902439,0.25490848292682927,0.6274542417073171,0.13288678,0.3496650848780488
GROWUPGUN7_W26,tour guide,low,final_prompt,0.12195121951219512,middle,False,0.13035483926829267,0.4202365597560975,0.1352337975609756,0.423489197804878,0.24691720170731704,0.6234586009756098,0.12789234585365852,0.3459192595121951
GROWUPGUN7_W26,production helper,low,final_prompt,0.2682926829268293,middle,False,0.1326193295121951,0.42174622024390246,0.1283366412195122,0.4188910941463415,0.29087707,0.6454385341463416,0.11750028707317074,0.33812521585365857
GROWUPGUN7_W26,mail clerk outside the postal service,low,final_prompt,0.14634146341463414,middle,False,0.12738769195121952,0.41825846121951227,0.1364519117073171,0.42430127487804875,0.29080809902439025,0.64540405,0.12609649097560977,0.344572368292683
GROWUPGUN7_W26,personal care worker,low,final_prompt,0.34146341463414637,middle,False,0.13026758780487804,0.4201783912195123,0.11195141975609756,0.40796761317073166,0.23503008463414635,0.6175150419512195,0.12923700146341466,0.3469277502439025
GROWUPGUN7_W26,packaging machine operator,low,final_prompt,0.2926829268292683,middle,False,0.12923855756097563,0.41949237048780486,0.12996992292682927,0.4199799482926829,0.3237000707317073,0.6618500358536585,0.12524106170731708,0.34393079682926825
GROWUPGUN7_W26,advertising sales agent,high,final_prompt,0.4146341463414634,middle,False,0.13610424487804879,0.42406949707317076,0.12909612414634145,0.4193974158536586,0.2587181963414634,0.6293590990243904,0.1428002887804878,0.35710021707317074
GROWUPGUN7_W26,lodging manager,high,final_prompt,0.3902439024390244,middle,False,0.13837182878048782,0.4255812204878049,0.133274353902439,0.422182902195122,0.29335796780487805,0.646678983902439,0.13526233512195124,0.3514467519512195
GROWUPGUN7_W26,food service manager,high,final_prompt,0.34146341463414637,middle,False,0.12748716292682927,0.41832477512195115,0.11942188317073171,0.4129479219512195,0.3038389280487805,0.651919463902439,0.13163674707317072,0.34872756024390245
