position,occupation_cue,income_group,n_cases,mean_layer_accuracy,majority_accuracy,mean_socioeco_strength,mean_education_strength,mean_gender_strength,mean_age_strength
after_occupation,advertising sales agent,high,1,0.2682926829268293,0.0,0.13618612463414634,0.15208936707317075,0.24282169560975608,0.1840665375609756
after_occupation,food service manager,high,1,0.12195121951219512,0.0,0.17364067048780488,0.1415516756097561,0.22524358243902437,0.1823484175609756
after_occupation,lodging manager,high,1,0.14634146341463414,0.0,0.1341277856097561,0.13748290780487807,0.19831277146341458,0.1678442407317073
after_occupation,mail clerk outside the postal service,low,1,0.4878048780487805,1.0,0.13042130268292684,0.17067920999999997,0.20262233268292684,0.14948171536585367
after_occupation,packaging machine operator,low,1,0.6341463414634146,1.0,0.14767944609756098,0.17293008609756097,0.2073058443902439,0.15251853073170732
after_occupation,personal care worker,low,1,0.7317073170731707,1.0,0.2030321112195122,0.13448103170731707,0.23530095902439024,0.1610806468292683
after_occupation,personal service manager,high,1,0.1951219512195122,0.0,0.12312747024390246,0.14030241146341466,0.19704627146341458,0.19034055463414634
after_occupation,production helper,low,1,0.7073170731707317,1.0,0.16315906585365855,0.16482504585365854,0.23706074512195122,0.1440484975609756
after_occupation,property manager,high,1,0.14634146341463414,0.0,0.14926603585365855,0.18516785829268295,0.25330489414634144,0.17166757048780484
after_occupation,tour guide,low,1,0.4634146341463415,1.0,0.1281281219512195,0.18597663780487805,0.1967944543902439,0.14894385341463415
final_prompt,advertising sales agent,high,494,0.3188012244494915,0.09109311740890688,0.1242859229105362,0.11921160008146539,0.2593134249866693,0.14851554804828676
final_prompt,food service manager,high,494,0.2712056877653797,0.03441295546558704,0.13203889478226524,0.11485080031450577,0.26875648731707313,0.14910688885454723
final_prompt,lodging manager,high,494,0.2968302557519502,0.044534412955465584,0.13120417230078008,0.12287436999061913,0.267907187885356,0.1461617061178039
final_prompt,mail clerk outside the postal service,low,494,0.22173397847338797,0.1720647773279352,0.1341523613029525,0.11374846194430731,0.27197727105065667,0.14100757095487312
final_prompt,packaging machine operator,low,494,0.30265626542905105,0.3117408906882591,0.13461115263849116,0.10796445222721437,0.2864483847654784,0.1372382589537869
final_prompt,personal care worker,low,494,0.3720746519206083,0.4473684210526316,0.13272435099338403,0.11179898566949739,0.22707352228448702,0.1412870050301175
final_prompt,personal service manager,high,494,0.31835686777920413,0.07692307692307693,0.12634682292287944,0.12689352195665055,0.2549939368796287,0.14807840204799053
final_prompt,production helper,low,494,0.3169744248049768,0.340080971659919,0.13180854742766862,0.10299311894638097,0.26656567253233926,0.13303284931075343
final_prompt,property manager,high,494,0.28794312234620323,0.038461538461538464,0.13331329677397058,0.12203750304038709,0.25358418028586943,0.1484964698632369
final_prompt,tour guide,low,494,0.2176360225140713,0.18218623481781376,0.13201762103189493,0.1193774115261183,0.2504818215048879,0.14460530197689347
