qkey,attribute,class_label,magnitude,n_options,ordinal_options,nonordinal_options,nonordinal_mass,top_is_nonordinal,top_mass_ge_0_9,near_uniform,low_entropy,entropy_nats,normalized_entropy,effective_options,top_mass,top_index
CARRYGUN_W26,gender,male,0.0,4,4,0,0.0,0,0,0,0,0.6254857059041782,0.45119256302744526,1.8691535959290493,0.8277654265553086,3
CARRYGUN_W26,gender,male,2.0,4,4,0,0.0,0,0,0,0,0.9032086706516791,0.6515273350185452,2.467507842532311,0.692347543846951,3
CARRYGUN_W26,gender,male,4.0,4,4,0,0.0,0,0,0,0,1.114925416093877,0.8042486843798503,3.049340738957687,0.4655285153447149,3
CARRYGUN_W26,gender,male,6.0,4,4,0,0.0,0,0,0,0,1.1287950918294662,0.8142535405810866,3.091928764555063,0.5411801570590078,0
CARRYGUN_W26,gender,male,8.0,4,4,0,0.0,0,0,0,0,1.199083328113821,0.8649557855412217,3.3170748593946353,0.5086060850860609,0
CARRYGUN_W26,gender,male,10.0,4,4,0,0.0,0,0,0,0,1.2762946286438643,0.9206519657288621,3.5833374998146716,0.367989525280419,0
CARRYGUN_W26,gender,male,12.0,4,4,0,0.0,0,0,0,0,1.2278910244374623,0.885736145853998,3.414021849892559,0.47131628,3
CARRYGUN_W26,gender,male,14.0,4,4,0,0.0,0,0,0,0,1.165151324583182,0.8404790189306818,3.206408054855102,0.5378931638632051,3
CARRYGUN_W26,gender,male,16.0,4,4,0,0.0,0,0,0,0,1.132934821334652,0.8172397241949632,3.104755043635224,0.5653575530392734,3
CARRYGUN_W26,gender,male,18.0,4,4,0,0.0,0,0,0,0,1.1249540036104693,0.8114827811185046,3.0800751733223173,0.57105106,3
CARRYGUN_W26,gender,male,20.0,4,4,0,0.0,0,0,0,0,1.1262026215700676,0.8123834685876432,3.0839234124909445,0.5689020313780406,3
CARRYGUN_W26,gender,female,0.0,4,4,0,0.0,0,0,0,0,0.6254857059041782,0.45119256302744526,1.8691535959290493,0.8277654265553086,3
