qkey,attribute,class_label,magnitude,n_options,ordinal_options,nonordinal_options,nonordinal_mass,top_is_nonordinal,top_mass_ge_0_9,near_uniform,low_entropy,entropy_nats,normalized_entropy,effective_options,top_mass,top_index
CARRYGUN_W26,gender,male,0.0,4,4,0,0.0,0,1,0,1,2.3494272239694035e-06,1.6947535024750912e-06,1.000002349429984,0.9999998600000028,3
CARRYGUN_W26,gender,male,2.0,4,4,0,0.0,0,1,0,1,3.438993319101123e-06,2.4807093035587336e-06,1.0000034389992325,0.9999997899999937,3
CARRYGUN_W26,gender,male,4.0,4,4,0,0.0,0,1,0,1,5.552866429675712e-06,4.005546430405977e-06,1.0000055528818468,0.9999996499999965,3
CARRYGUN_W26,gender,male,6.0,4,4,0,0.0,0,1,0,1,1.2645733649666654e-05,9.121968612388388e-06,1.0000126458136074,0.9999991600000083,3
CARRYGUN_W26,gender,male,8.0,4,4,0,0.0,0,1,0,1,2.0254372154245835e-05,1.4610441131624988e-05,1.0000202545772754,0.9999986099999444,3
CARRYGUN_W26,gender,male,10.0,4,4,0,0.0,0,1,0,1,4.574058633255015e-05,3.29948585346618e-05,1.000045741632449,0.99999666,3
CARRYGUN_W26,gender,male,12.0,4,4,0,0.0,0,1,0,1,7.338679296803964e-05,5.293738114086792e-05,1.0000733894858447,0.9999944499997225,3
CARRYGUN_W26,gender,male,14.0,4,4,0,0.0,0,1,0,1,0.000212023439046027,0.0001529425820319633,1.000212045917604,0.9999825500008725,3
CARRYGUN_W26,gender,male,16.0,4,4,0,0.0,0,1,0,1,0.0005613968877658233,0.0004049622529751257,1.0005615545004916,0.9999500300009994,3
CARRYGUN_W26,gender,male,18.0,4,4,0,0.0,0,1,0,1,0.0016153450342536824,0.0011652251351212002,1.0016166504068247,0.9998435399906124,3
CARRYGUN_W26,gender,male,20.0,4,4,0,0.0,0,1,0,1,0.011447032856837904,0.008257288767726533,1.011512800847332,0.9986239100825653,3
CARRYGUN_W26,gender,female,0.0,4,4,0,0.0,0,1,0,1,2.3494272239694035e-06,1.6947535024750912e-06,1.000002349429984,0.9999998600000028,3
CARRYGUN_W26,gender,female,2.0,4,4,0,0.0,0,1,0,1,1.7118095922777892e-06,1.2348096048626625e-06,1.0000017118110573,0.999999899999998,3
CARRYGUN_W26,gender,female,4.0,4,4,0,0.0,0,1,0,1,1.8725064134098383e-06,1.3507278583295766e-06,1.0000018725081665,0.9999998899999989,3
CARRYGUN_W26,gender,female,6.0,4,4,0,0.0,0,1,0,1,2.191245051136174e-06,1.5806491843233208e-06,1.000002191247452,0.9999998700000013,3
CARRYGUN_W26,gender,female,8.0,4,4,0,0.0,0,1,0,1,1.8725064134098383e-06,1.3507278583295766e-06,1.0000018725081665,0.9999998899999989,3
CARRYGUN_W26,gender,female,10.0,4,4,0,0.0,0,1,0,1,2.5796586110187617e-06,1.8608303426516396e-06,1.0000025796619383,0.9999998500000045,3
CARRYGUN_W26,gender,female,12.0,4,4,0,0.0,0,1,0,1,4.007750694200145e-06,2.8909810258209245e-06,1.0000040077587253,0.99999976,3
CARRYGUN_W26,gender,female,14.0,4,4,0,0.0,0,1,0,1,6.0518009985560134e-06,4.365451644531818e-06,1.0000060518193108,0.9999996300000037,3
CARRYGUN_W26,gender,female,16.0,4,4,0,0.0,0,1,0,1,1.0176497882844823e-05,7.340791514598631e-06,1.0000101765496636,0.9999993599999488,3
CARRYGUN_W26,gender,female,18.0,4,4,0,0.0,0,1,0,1,2.3312776159413263e-05,1.6816613277269984e-05,1.0000233130479044,0.9999984599999846,3
CARRYGUN_W26,gender,female,20.0,4,4,0,0.0,0,1,0,1,5.974095122323966e-05,4.309398703387866e-05,1.0000597427357494,0.999995799999622,3
CARRYGUN_W26,age,child,0.0,4,4,0,0.0,0,1,0,1,2.3494272239694035e-06,1.6947535024750912e-06,1.000002349429984,0.9999998600000028,3
CARRYGUN_W26,age,child,2.0,4,4,0,0.0,0,1,0,1,1.8725064134098383e-06,1.3507278583295766e-06,1.0000018725081665,0.9999998899999989,3
CARRYGUN_W26,age,child,4.0,4,4,0,0.0,0,1,0,1,2.191245051136174e-06,1.5806491843233208e-06,1.000002191247452,0.9999998700000013,3
CARRYGUN_W26,age,child,6.0,4,4,0,0.0,0,1,0,1,2.3494272239694035e-06,1.6947535024750912e-06,1.000002349429984,0.9999998600000028,3
CARRYGUN_W26,age,child,8.0,4,4,0,0.0,0,1,0,1,2.191245051136174e-06,1.5806491843233208e-06,1.000002191247452,0.9999998700000013,3
CARRYGUN_W26,age,child,10.0,4,4,0,0.0,0,1,0,1,3.1304860642870482e-06,2.2581683602594668e-06,1.0000031304909642,0.9999998099999905,3
CARRYGUN_W26,age,child,12.0,4,4,0,0.0,0,1,0,1,5.552866429675712e-06,4.005546430405977e-06,1.0000055528818468,0.9999996499999965,3
CARRYGUN_W26,age,child,14.0,4,4,0,0.0,0,1,0,1,1.0104297914454843e-05,7.2887102464243486e-06,1.000010104348963,0.9999993399999604,3
CARRYGUN_W26,age,child,16.0,4,4,0,0.0,0,1,0,1,2.8857344879896334e-05,2.081617417572448e-05,1.000028857761257,0.99999797,3
CARRYGUN_W26,age,child,18.0,4,4,0,0.0,0,1,0,1,0.00011560813768927781,8.339364346536478e-05,1.0001156148205677,0.9999909000003641,3
CARRYGUN_W26,age,child,20.0,4,4,0,0.0,0,1,0,1,0.0005087033213846309,0.00036695187952267584,1.0005088327328624,0.9999540099990802,3
CARRYGUN_W26,age,adolescent,0.0,4,4,0,0.0,0,1,0,1,2.3494272239694035e-06,1.6947535024750912e-06,1.000002349429984,0.9999998600000028,3
CARRYGUN_W26,age,adolescent,2.0,4,4,0,0.0,0,1,0,1,3.1304860642870482e-06,2.2581683602594668e-06,1.0000031304909642,0.9999998099999905,3
CARRYGUN_W26,age,adolescent,4.0,4,4,0,0.0,0,1,0,1,7.220515051226498e-06,5.208500628534294e-06,1.0000072205411192,0.9999995399999908,3
CARRYGUN_W26,age,adolescent,6.0,4,4,0,0.0,0,1,0,1,1.455349954052879e-05,1.0498130807350345e-05,1.0000145536054432,0.9999990300000194,3
CARRYGUN_W26,age,adolescent,8.0,4,4,0,0.0,0,1,0,1,3.728313333134449e-05,2.6894095782966357e-05,1.000037283828356,0.9999973400001064,3
CARRYGUN_W26,age,adolescent,10.0,4,4,0,0.0,0,1,0,1,0.0001393819059375234,0.00010054279224285849,1.0001393916200467,0.9999890399998904,3
CARRYGUN_W26,age,adolescent,12.0,4,4,0,0.0,0,1,0,1,0.0005305668279989104,0.0003827230658071079,1.0005307076034742,0.9999541199990823,3
CARRYGUN_W26,age,adolescent,14.0,4,4,0,0.0,0,1,0,1,0.002412313882908143,0.0017401166379695887,1.002415225853101,0.9997594500120276,3
CARRYGUN_W26,age,adolescent,16.0,4,4,0,0.0,0,1,0,1,0.014892100885601904,0.010742380048038003,1.0150035407239046,0.9981158101695772,3
CARRYGUN_W26,age,adolescent,18.0,4,4,0,0.0,0,1,0,0,0.15503310619987226,0.11183274674408386,1.1676966184628634,0.9682897609513071,3
CARRYGUN_W26,age,adolescent,20.0,4,4,0,0.0,0,0,0,0,0.863268101899515,0.6227163047840293,2.370896377273762,0.568313851366277,2
CARRYGUN_W26,age,adult,0.0,4,4,0,0.0,0,1,0,1,2.3494272239694035e-06,1.6947535024750912e-06,1.000002349429984,0.9999998600000028,3
CARRYGUN_W26,age,adult,2.0,4,4,0,0.0,0,1,0,1,2.191245051136174e-06,1.5806491843233208e-06,1.000002191247452,0.9999998700000013,3
CARRYGUN_W26,age,adult,4.0,4,4,0,0.0,0,1,0,1,3.5188996273786075e-06,2.538349520902569e-06,1.0000035189058187,0.9999997899999937,3
CARRYGUN_W26,age,adult,6.0,4,4,0,0.0,0,1,0,1,5.880087657393763e-06,4.241586651657192e-06,1.0000058801049452,0.99999964,3
CARRYGUN_W26,age,adult,8.0,4,4,0,0.0,0,1,0,1,1.552232866548972e-05,1.119699329437531e-05,1.0000155224491374,0.9999989900000607,3
CARRYGUN_W26,age,adult,10.0,4,4,0,0.0,0,1,0,1,5.216972121668555e-05,3.763249904193599e-05,1.0000521710820802,0.9999963399998536,3
CARRYGUN_W26,age,adult,12.0,4,4,0,0.0,0,1,0,1,0.0001712306904058246,0.0001235168339482383,1.0001712453512173,0.9999869300010457,3
CARRYGUN_W26,age,adult,14.0,4,4,0,0.0,0,1,0,1,0.0008344443181219267,0.0006019243398262382,1.000834792563639,0.9999259099955546,3
CARRYGUN_W26,age,adult,16.0,4,4,0,0.0,0,1,0,1,0.007634475507001021,0.005507109976869314,1.0076636924197422,0.9990937099456226,3
CARRYGUN_W26,age,adult,18.0,4,4,0,0.0,0,1,0,1,0.07263840902408811,0.05239753623855802,1.0753416327763932,0.9869347405226104,3
CARRYGUN_W26,age,adult,20.0,4,4,0,0.0,0,0,0,0,0.4125237107127325,0.2975729558471863,1.5106253598869954,0.8740464074809282,3
CARRYGUN_W26,age,older_adult,0.0,4,4,0,0.0,0,1,0,1,2.3494272239694035e-06,1.6947535024750912e-06,1.000002349429984,0.9999998600000028,3
CARRYGUN_W26,age,older_adult,2.0,4,4,0,0.0,0,1,0,1,2.543634002423364e-06,1.8348440805663665e-06,1.0000025436372375,0.9999998500000045,3
CARRYGUN_W26,age,older_adult,4.0,4,4,0,0.0,0,1,0,1,2.3854518329250473e-06,1.720739764820227e-06,1.000002385454678,0.9999998600000028,3
CARRYGUN_W26,age,older_adult,6.0,4,4,0,0.0,0,1,0,1,3.5050366833515205e-06,2.528349520602569e-06,1.000003505042826,0.9999997899999937,3
CARRYGUN_W26,age,older_adult,8.0,4,4,0,0.0,0,1,0,1,5.244270134413856e-06,3.7829412580004843e-06,1.0000052442838856,0.9999996799999872,3
CARRYGUN_W26,age,older_adult,10.0,4,4,0,0.0,0,1,0,1,7.619579609167378e-06,5.496364857902221e-06,1.0000076196086383,0.9999995299999953,3
CARRYGUN_W26,age,older_adult,12.0,4,4,0,0.0,0,1,0,1,1.3856856325755821e-05,9.995608951739392e-06,1.0000138569523325,0.999999120000044,3
CARRYGUN_W26,age,older_adult,14.0,4,4,0,0.0,0,1,0,1,4.077689700572242e-05,2.9414313546497878e-05,1.0000407777283946,0.999997199999832,3
CARRYGUN_W26,age,older_adult,16.0,4,4,0,0.0,0,1,0,1,0.00018073043675685403,0.00013036945242340486,1.000180746769486,0.99998581,3
CARRYGUN_W26,age,older_adult,18.0,4,4,0,0.0,0,1,0,1,0.0011194684112941235,0.0008075257627029392,1.0011200952499428,0.999893649989365,3
CARRYGUN_W26,age,older_adult,20.0,4,4,0,0.0,0,1,0,1,0.005749174417258926,0.004147152710492575,1.0057657326373222,0.9993308300334585,3
CARRYGUN_W26,education,some schooling,0.0,4,4,0,0.0,0,1,0,1,2.3494272239694035e-06,1.6947535024750912e-06,1.000002349429984,0.9999998600000028,3
CARRYGUN_W26,education,some schooling,2.0,4,4,0,0.0,0,1,0,1,2.191245051136174e-06,1.5806491843233208e-06,1.000002191247452,0.9999998700000013,3
CARRYGUN_W26,education,some schooling,4.0,4,4,0,0.0,0,1,0,1,2.191245051136174e-06,1.5806491843233208e-06,1.000002191247452,0.9999998700000013,3
