qkey,channel,magnitude,gender_question,gap
AUTOLKLY_W41,declared,,False,0.0023333598752798795
AUTOLKLY_W41,steered,0.0,False,0.0
AUTOLKLY_W41,steered,2.0,False,0.7351815467740372
AUTOLKLY_W41,steered,4.0,False,0.6358632538820972
AUTOLKLY_W41,steered,6.0,False,0.5951130677210663
AUTOLKLY_W41,steered,8.0,False,0.5811971339853963
AUTOLKLY_W41,steered,10.0,False,0.5584991351154442
AUTOLKLY_W41,steered,12.0,False,0.5494747384826519
AUTOLKLY_W41,steered,14.0,False,0.539120776748277
AUTOLKLY_W41,steered,16.0,False,0.540755347269124
AUTOLKLY_W41,steered,18.0,False,0.5361220235807072
AUTOLKLY_W41,steered,20.0,False,0.5341363249813822
AUTOWKPLC_W41,declared,,False,0.009652704998194
AUTOWKPLC_W41,steered,0.0,False,0.0
AUTOWKPLC_W41,steered,2.0,False,0.0470358148852249
AUTOWKPLC_W41,steered,4.0,False,0.10533988134881794
AUTOWKPLC_W41,steered,6.0,False,0.1325256023693464
AUTOWKPLC_W41,steered,8.0,False,0.1442054190485569
AUTOWKPLC_W41,steered,10.0,False,0.15010655009217136
AUTOWKPLC_W41,steered,12.0,False,0.15424706608091804
AUTOWKPLC_W41,steered,14.0,False,0.15509115660386644
AUTOWKPLC_W41,steered,16.0,False,0.15769347196532418
AUTOWKPLC_W41,steered,18.0,False,0.15777423173924116
AUTOWKPLC_W41,steered,20.0,False,0.15984460319689212
BENEFITGOV_W49,declared,,False,0.007220953006551929
BENEFITGOV_W49,steered,0.0,False,0.0
BENEFITGOV_W49,steered,2.0,False,0.9163378878383399
BENEFITGOV_W49,steered,4.0,False,0.6808405736168115
BENEFITGOV_W49,steered,6.0,False,0.6092006791882928
BENEFITGOV_W49,steered,8.0,False,0.5876478776460368
BENEFITGOV_W49,steered,10.0,False,0.5696596200017798
BENEFITGOV_W49,steered,12.0,False,0.549671572337434
BENEFITGOV_W49,steered,14.0,False,0.541948047354273
BENEFITGOV_W49,steered,16.0,False,0.5455663684005403
BENEFITGOV_W49,steered,18.0,False,0.5393363828753901
BENEFITGOV_W49,steered,20.0,False,0.540259311798468
BETTERBIZ1F2D_W36,declared,,True,1.749999964453837e-07
BETTERBIZ1F2D_W36,steered,0.0,True,0.0
BETTERBIZ1F2D_W36,steered,2.0,True,0.05552204166566127
BETTERBIZ1F2D_W36,steered,4.0,True,0.12216929104825813
BETTERBIZ1F2D_W36,steered,6.0,True,0.14726124622434145
BETTERBIZ1F2D_W36,steered,8.0,True,0.15602777268741636
BETTERBIZ1F2D_W36,steered,10.0,True,0.15809979231617152
BETTERBIZ1F2D_W36,steered,12.0,True,0.16224553548714704
BETTERBIZ1F2D_W36,steered,14.0,True,0.16311987663119876
BETTERBIZ1F2D_W36,steered,16.0,True,0.16491850123231724
BETTERBIZ1F2D_W36,steered,18.0,True,0.1636964041720024
BETTERBIZ1F2D_W36,steered,20.0,True,0.16441550572041055
BETTERBIZ1F2E_W36,declared,,True,3.099999906847759e-07
BETTERBIZ1F2E_W36,steered,0.0,True,0.0
BETTERBIZ1F2E_W36,steered,2.0,True,0.040289609965659806
BETTERBIZ1F2E_W36,steered,4.0,True,0.1206862990595837
BETTERBIZ1F2E_W36,steered,6.0,True,0.14487838900886565
BETTERBIZ1F2E_W36,steered,8.0,True,0.1545737001019336
BETTERBIZ1F2E_W36,steered,10.0,True,0.15636389950752366
BETTERBIZ1F2E_W36,steered,12.0,True,0.160823796132826
BETTERBIZ1F2E_W36,steered,14.0,True,0.1611593938535357
BETTERBIZ1F2E_W36,steered,16.0,True,0.16373924015099325
BETTERBIZ1F2E_W36,steered,18.0,True,0.16213565561296692
BETTERBIZ1F2E_W36,steered,20.0,True,0.16295553304465568
BETTERBIZ1F2H_W36,declared,,True,3.650001754120072e-07
BETTERBIZ1F2H_W36,steered,0.0,True,0.0
BETTERBIZ1F2H_W36,steered,2.0,True,0.040345979641955104
BETTERBIZ1F2H_W36,steered,4.0,True,0.11733531544431489
BETTERBIZ1F2H_W36,steered,6.0,True,0.1447377109984912
BETTERBIZ1F2H_W36,steered,8.0,True,0.1536258501505602
BETTERBIZ1F2H_W36,steered,10.0,True,0.15792326426950257
BETTERBIZ1F2H_W36,steered,12.0,True,0.16040274758093473
BETTERBIZ1F2H_W36,steered,14.0,True,0.16128083712112323
BETTERBIZ1F2H_W36,steered,16.0,True,0.16388483379794783
BETTERBIZ1F2H_W36,steered,18.0,True,0.16324433504720565
BETTERBIZ1F2H_W36,steered,20.0,True,0.16249635290990963
BETTERBIZ2F2C_W36,declared,,True,2.5500007350173027e-07
BETTERBIZ2F2C_W36,steered,0.0,True,0.0
BETTERBIZ2F2C_W36,steered,2.0,True,0.04291156578952654
BETTERBIZ2F2C_W36,steered,4.0,True,0.11282199140148541
BETTERBIZ2F2C_W36,steered,6.0,True,0.13967591202578725
BETTERBIZ2F2C_W36,steered,8.0,True,0.1494090260342275
BETTERBIZ2F2C_W36,steered,10.0,True,0.15317731734113413
BETTERBIZ2F2C_W36,steered,12.0,True,0.15782468038482525
BETTERBIZ2F2C_W36,steered,14.0,True,0.1595898541397846
BETTERBIZ2F2C_W36,steered,16.0,True,0.16241297623367204
BETTERBIZ2F2C_W36,steered,18.0,True,0.1618308129886529
BETTERBIZ2F2C_W36,steered,20.0,True,0.16240558510630684
BETTERBIZ2F2E_W36,declared,,True,3.35000053347688e-07
BETTERBIZ2F2E_W36,steered,0.0,True,0.0
BETTERBIZ2F2E_W36,steered,2.0,True,0.04864237546481619
BETTERBIZ2F2E_W36,steered,4.0,True,0.11004395488080665
BETTERBIZ2F2E_W36,steered,6.0,True,0.13858799096334265
BETTERBIZ2F2E_W36,steered,8.0,True,0.1496936406456531
BETTERBIZ2F2E_W36,steered,10.0,True,0.1531717356010992
BETTERBIZ2F2E_W36,steered,12.0,True,0.15725128938216645
BETTERBIZ2F2E_W36,steered,14.0,True,0.16021630384342303
BETTERBIZ2F2E_W36,steered,16.0,True,0.16242343082477842
BETTERBIZ2F2E_W36,steered,18.0,True,0.16195661324766636
BETTERBIZ2F2E_W36,steered,20.0,True,0.1623174858007021
BETTERBIZ2F2F_W36,declared,,True,3.999999330816393e-07
BETTERBIZ2F2F_W36,steered,0.0,True,0.0
BETTERBIZ2F2F_W36,steered,2.0,True,0.04570937831422944
BETTERBIZ2F2F_W36,steered,4.0,True,0.10721255670863522
BETTERBIZ2F2F_W36,steered,6.0,True,0.13810493113779024
BETTERBIZ2F2F_W36,steered,8.0,True,0.14898885658118965
BETTERBIZ2F2F_W36,steered,10.0,True,0.1537651021316936
BETTERBIZ2F2F_W36,steered,12.0,True,0.15717479268150145
